Community District,Name,Indicator Category,Indicator,Indicator Description,Y2000,Y2006,Y2010,Y2016,Y2017,Y2000.Rank,Y2006.Rank,Y2010.Rank,Y16.17.Rank
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,14,36,14,8,13,42,37,40,44
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,57,217,75,65,82,42,33,36,37
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,19,40,15,35,23,28,25,32,23
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,90,293,108,114,120,51,49,51,50
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,0,0,4,6,2,52,58,55,55
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Serious housing code violations (per 1,000 privately owned rental units)","All violations that HPD defines as class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,182.4,136.6,136.7,115.2,NA,2,7,4
BX 06,Belmont/East Tremont,Housing Market and Conditions,Severe crowding rate (% of renter households),The share of all renter households in which there are more than 1.5 household members for each room in the unit.,NA,NA,3.2%,5.3%,NA,NA,NA,29,14
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Total housing code violations (per 1,000 privately owned rental units)","All HPD violations defined as class A ('non-hazardous'), class B ('hazardous'), and class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,787.7,573.9,624.7,628.0,NA,3,6,2
BX 06,Belmont/East Tremont,Land Use and Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,NA,35.9,36.7,39.9,NA,NA,29,28,26
BX 06,Belmont/East Tremont,Land Use and Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,103,533,4,772,756,39,21,40,7
BX 06,Belmont/East Tremont,Land Use and Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,208,486,346,266,324,17,23,20,22
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",70.3%,75.1%,75.0%,78.1%,NA,27,21,28,26
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,45.0,38.2,40.7,44.0,NA,14,36,27,23
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,Residential units within 1/2 mile of a subway station,"The percentage of residential units that are within a half mile walk of a station entrance for the New York City Subway, Long Island Rail Road, PATH, Amtrak, Metro-North Railroad, or Staten Island Railway.",NA,NA,NA,NA,52.3%,NA,NA,NA,47
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,Residential units within 1/4 mile of a park,The percentage of residential units that are within a quarter mile of a park.,NA,NA,NA,NA,99.7%,NA,NA,NA,6
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,"Serious crime rate (per 1,000 residents)","The number of serious crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,19.9,16.9,17.7,17.0,NA,13,9,7
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,"Serious crime rate, property (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,11.0,7.9,8.6,8.3,NA,13,20,12
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,"Serious crime rate, violent (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,8.9,9.0,9.2,8.6,NA,9,6,4
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,"Students performing at grade level in English language arts, 4th grade",The percentage of fourth-grade students performing at or above grade level in English language arts in 4th grade (termed 'proficient').,NA,NA,NA,21.1%,22.2%,NA,NA,NA,56
BX 06,Belmont/East Tremont,Neighborhood Services and Conditions,"Students performing at grade level in math, 4th grade",The percentage of fourth-grade students performing at or above grade level in math in 4th grade (termed 'proficient').,NA,NA,NA,22.0%,12.1%,NA,NA,NA,59
BX 06,Belmont/East Tremont,Renters,"Housing choice vouchers (% of occupied, privately owned rental units)",The share of all rental households in privately owned units whose occupants use a housing choice voucher from HUD.,NA,NA,22.0%,19.3%,NA,NA,NA,1,1
BX 06,Belmont/East Tremont,Renters,"Median rent, 2- and 3-bedrooms ($2017)","The median gross rent among 2-3 bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",NA,NA,$946,$993,NA,NA,NA,49,51
BX 06,Belmont/East Tremont,Renters,"Median rent, all ($2017)","The median gross rent, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",$706,$863,$917,$985,NA,54,50,52,53
BX 06,Belmont/East Tremont,Renters,"Median rent, asking",The median rent that landlords advertise for housing units available for rent.,NA,NA,NA,"$1,450","$1,700",NA,NA,NA,53
BX 06,Belmont/East Tremont,Renters,"Median rent, studios and 1-bedrooms ($2017)","The median gross rent among studios and 1-bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",NA,NA,$734,$826,NA,NA,NA,53,52
BX 06,Belmont/East Tremont,Renters,Moderately rent-burdened households,The share of renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,26.3%,25.0%,26.6%,NA,NA,6,21,15
BX 06,Belmont/East Tremont,Renters,"Moderately rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,NA,27.1%,29.3%,NA,NA,NA,40,31
BX 06,Belmont/East Tremont,Renters,"Moderately rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,NA,2.7%,6.1%,NA,NA,NA,53,50
BX 06,Belmont/East Tremont,Renters,Public housing (% of rental units),The share of all rental units located in New York City Housing Authority public housing.,NA,NA,NA,NA,3.6%,NA,NA,NA,34
BX 06,Belmont/East Tremont,Renters,Rental units affordable at  30% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 30 of the Area Median Income.",NA,NA,25.1%,23.8%,NA,NA,NA,4,3
BX 06,Belmont/East Tremont,Renters,Rental units affordable at  80% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 80 of the Area Median Income.",NA,NA,86.6%,88.1%,NA,NA,NA,5,4
BX 06,Belmont/East Tremont,Renters,Rental units affordable at 120% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 120% of the Area Median Income.",NA,NA,99.7%,99.7%,NA,NA,NA,5,2
BX 06,Belmont/East Tremont,Renters,Severely rent-burdened households,The share of renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,30.5%,NA,35.8%,36.1%,NA,7,NA,3,9
BX 06,Belmont/East Tremont,Renters,"Severely rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,NA,NA,38.6%,40.1%,NA,NA,NA,45,49
BX 06,Belmont/East Tremont,Renters,"Severely rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,NA,NA,0.0%,0.0%,NA,NA,NA,36,38
BX 06,Belmont/East Tremont,Subsidized Housing,420-c Tax Exemption (properties),Total number of properties using a 420-c tax emption,NA,NA,NA,NA,79,NA,NA,NA,7
BX 06,Belmont/East Tremont,Subsidized Housing,420-c Tax Exemption (units),Total number of units in properties using a 420-c tax emption (all affordable),NA,NA,NA,NA,"3,435",NA,NA,NA,5
BX 06,Belmont/East Tremont,Subsidized Housing,421-a Tax Exemption (properties),Total number of properties using a 421-a tax emption (includes properties with only market rate units),NA,NA,NA,NA,66,NA,NA,NA,23
BX 06,Belmont/East Tremont,Subsidized Housing,421-a Tax Exemption (units),Total number of units in properties using a 421-a tax emption (includes both affordable and market rate units),NA,NA,NA,NA,"1,621",NA,NA,NA,29
BX 06,Belmont/East Tremont,Subsidized Housing,Eligible between 2018 and 2023 (properties),"Total number of properties eligible to expire between 2018 and 2023 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,9,NA,NA,NA,14
BX 06,Belmont/East Tremont,Subsidized Housing,Eligible between 2018 and 2023 (units),"Total number of units in properties eligible to expire between 2018 and 2023 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,"1,024",NA,NA,NA,12
BX 06,Belmont/East Tremont,Subsidized Housing,Eligible between 2024 and 2033 (properties),"Total number of properties eligible to expire between 2024 and 2033 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,40,NA,NA,NA,7
